arm,h,obs_index,date,placebo_score_date,block,units,n_pairs_genuine_leg_only,n_pairs_placebo_leg_only,kept,n_pairs_shared,spread_gen,spread_pla,delta,n_flagged_unadjusted,ic_genuine,ic_placebo,cost_drag,delta_net
A,60,146,2024-05-28,2023-12-04,12,raw_excess,609,609,True,609,-0.00017862132183994132,-0.005222203442284898,0.0050435821204449565,80,-0.06071943921420282,-0.07166244469285138,0.005299999999999999,-0.0002564178795550426
A,60,147,2024-06-04,2023-12-11,12,raw_excess,609,609,True,609,-0.0036122971838277733,-0.013889188788695304,0.01027689160486753,67,-0.011616466972972283,0.0030923124657318813,0.008,0.0022768916048675307
A,60,148,2024-06-11,2023-12-18,12,raw_excess,609,609,True,609,-0.004338400231593331,-0.02470280052782045,0.02036440029622712,82,-0.09239226528729963,-0.06671269397348656,0.006099999999999999,0.014264400296227123
A,60,149,2024-06-18,2023-12-26,12,raw_excess,609,609,True,609,0.01767687310588894,-0.00045322075050157674,0.018130093856390517,50,-0.05708978140659732,0.005548353642727506,0.0045000000000000005,0.013630093856390517
A,60,150,2024-06-26,2024-01-03,12,raw_excess,609,609,True,609,0.030520096418462664,0.013947177399813401,0.01657291901864926,86,-0.027292563659006185,0.030015869990690097,0.005999999999999999,0.010572919018649263
A,60,151,2024-07-03,2024-01-10,12,raw_excess,609,609,True,609,0.0008625099093405829,0.023029764828878918,-0.022167254919538335,83,0.002116707115442648,0.02071754782660438,0.006499999999999998,-0.028667254919538334
A,60,152,2024-07-11,2024-01-18,12,raw_excess,609,609,True,609,-0.018859304834745808,-0.00552008806471587,-0.013339216770029937,54,-0.04926554656851285,-0.05891422663498768,0.005299999999999999,-0.018639216770029936
A,60,153,2024-07-18,2024-01-25,12,raw_excess,609,609,True,609,-0.022510134887370113,0.021574208175518438,-0.044084343062888554,87,-0.009829211950169371,-0.011342268900062477,0.005,-0.04908434306288855
A,60,154,2024-07-25,2024-02-01,12,raw_excess,609,609,True,609,-0.02823429645795368,-0.011347695912477187,-0.016886600545476492,68,-0.030118647781639408,-0.04829249140374961,0.0035000000000000005,-0.02038660054547649
A,60,155,2024-08-01,2024-02-08,12,raw_excess,609,609,True,609,-0.000296557456706782,0.002641475101172079,-0.002938032557878861,74,0.0316216629759815,0.00789558690394726,0.0045000000000000005,-0.007438032557878862
A,60,156,2024-08-08,2024-02-15,13,raw_excess,609,609,True,609,0.03469078525697294,0.011222929683342578,0.02346785557363036,64,0.1166096771040093,0.09773936678893387,0.0055,0.017967855573630363
A,60,157,2024-08-15,2024-02-23,13,raw_excess,609,609,True,609,0.07223172119224872,0.038349134710084595,0.03388258648216412,87,0.09170653102513206,0.11785708972827771,0.005,0.02888258648216412
A,60,158,2024-08-22,2024-03-01,13,raw_excess,609,609,True,609,0.08343762183198872,0.06445673212680116,0.018980889705187562,67,0.06799830625177981,0.13072431644402127,0.005,0.013980889705187561
A,60,159,2024-08-29,2024-03-08,13,raw_excess,609,609,True,609,0.027213902557878235,0.06324354595678948,-0.036029643398911244,74,0.09240214725621287,0.14655119284927973,0.009300000000000001,-0.04532964339891125
A,60,160,2024-09-06,2024-03-15,13,raw_excess,609,609,True,609,0.04283801316166602,0.12552615170975223,-0.08268813854808621,52,0.20806692749397515,0.2197003957037874,0.0063,-0.08898813854808621
A,60,161,2024-09-13,2024-03-22,13,raw_excess,609,609,True,609,0.03686556827038294,0.08752281493250662,-0.05065724666212368,82,0.17883643535067173,0.24281293964135886,0.005299999999999999,-0.05595724666212368
A,60,162,2024-09-20,2024-04-01,13,raw_excess,609,609,True,609,0.04414199109201606,0.08891738418588495,-0.04477539309386889,78,0.08394876151234452,0.1921417121114382,0.0035000000000000005,-0.04827539309386889
A,60,163,2024-09-27,2024-04-08,13,raw_excess,609,609,True,609,0.037744476730383315,0.06178594894763517,-0.024041472217251857,69,0.08821192679267414,0.1467748407565184,0.0058,-0.029841472217251856
A,60,164,2024-10-04,2024-04-15,13,raw_excess,609,609,True,609,0.042192603522324956,0.04905912802542944,-0.0068665245031044805,58,0.08601717337436297,0.11955492887107534,0.0030000000000000005,-0.009866524503104481
A,60,165,2024-10-11,2024-04-22,13,raw_excess,609,609,True,609,0.04962037705477202,0.03933953143703984,0.010280845617732182,72,0.14153651865673225,0.140895572027865,0.0058,0.004480845617732182
A,60,166,2024-10-18,2024-04-29,13,raw_excess,609,609,True,609,0.0385797870599527,0.04981862963142317,-0.011238842571470467,42,0.16863801107197626,0.13606842700851784,0.0055,-0.016738842571470465
A,60,167,2024-10-25,2024-05-06,13,raw_excess,609,609,True,609,0.022053752728171807,0.04107003917662335,-0.019016286448451544,56,0.16763740187098608,0.1453855532726083,0.0055,-0.024516286448451545
A,60,168,2024-11-01,2024-05-13,14,raw_excess,609,609,True,609,0.04371786753257218,0.033821386996501654,0.009896480536070527,57,0.12691237350017212,0.13734704199730527,0.006199999999999999,0.0036964805360705285
A,60,169,2024-11-08,2024-05-20,14,raw_excess,609,609,True,609,0.02662926182956223,0.017753772515389284,0.008875489314172945,44,0.06281972951032186,0.07924786528219926,0.007499999999999999,0.001375489314172946
A,60,170,2024-11-15,2024-05-28,14,raw_excess,609,609,True,609,0.0394798864214058,-0.010175008106802517,0.049654894528208315,72,0.09710867403103572,0.09113093290036849,0.005299999999999999,0.044354894528208316
A,60,171,2024-11-22,2024-06-04,14,raw_excess,609,609,True,609,0.021115541954329957,-0.004562249985417301,0.025677791939747258,50,-0.07527063843894642,-0.01010914794051267,0.0085,0.017177791939747257
A,60,172,2024-12-02,2024-06-11,14,raw_excess,609,609,True,609,-0.027893568525851974,-0.021312618690731765,-0.006580949835120208,39,-0.18795589879163704,-0.13831802513632863,0.0091,-0.01568094983512021
A,60,173,2024-12-09,2024-06-18,14,raw_excess,609,609,True,609,-0.022707262410206038,-0.034873222765819625,0.012165960355613587,46,-0.2579923345673397,-0.23070566821236238,0.005,0.007165960355613587
A,60,174,2024-12-16,2024-06-26,14,raw_excess,609,609,True,609,-0.026163606271520718,-0.03195882124460038,0.005795214973079662,32,-0.18082810608384087,-0.17984293752474395,0.007300000000000001,-0.001504785026920339
A,60,175,2024-12-23,2024-07-03,14,raw_excess,609,609,True,609,-0.021066069044883923,0.0013908177616620706,-0.022456886806545992,48,-0.12883436332493187,-0.11698731707731734,0.0052,-0.027656886806545992
A,60,176,2024-12-31,2024-07-11,14,raw_excess,609,609,True,609,-0.0008088350995070174,-0.005406425058484558,0.004597589958977541,77,-0.18997213922312844,-0.19337684941579497,0.004,0.0005975899589775405
A,60,177,2025-01-08,2024-07-18,14,raw_excess,609,609,True,609,-0.03356918176481984,-0.024926586473485522,-0.00864259529133432,86,-0.2600240354985825,-0.28541766726029316,0.0035000000000000005,-0.01214259529133432
A,60,178,2025-01-16,2024-07-25,14,raw_excess,609,609,True,609,-0.020617438660190324,-0.028486412778653675,0.007868974118463351,83,-0.2378856624319419,-0.2756407909033925,0.0045000000000000005,0.0033689741184633505
A,60,179,2025-01-24,2024-08-01,14,raw_excess,609,609,True,609,-0.03651254216818911,-0.03895251252211061,0.002439970353921503,71,-0.22280243075183717,-0.3260635867509361,0.005,-0.0025600296460784972
A,60,180,2025-01-31,2024-08-08,15,raw_excess,609,609,True,609,-0.0016448501416223816,-0.02830296405676808,0.0266581139151457,41,-0.19317310021804082,-0.30243192067222885,0.0067,0.0199581139151457
A,60,181,2025-02-07,2024-08-15,15,raw_excess,609,609,True,609,-0.0068127660448737155,-0.004026758719821149,-0.0027860073250525665,82,-0.18252209098211888,-0.27183309460763266,0.0043,-0.0070860073250525665
A,60,182,2025-02-14,2024-08-22,15,raw_excess,609,609,True,609,-0.00650181524120475,0.004765359059912978,-0.011267174301117728,47,-0.10716878402903808,-0.18051530748861977,0.007800000000000001,-0.019067174301117727
A,60,183,2025-02-24,2024-08-29,15,raw_excess,609,609,True,609,0.012016286808031408,0.010006812826424422,0.002009473981606986,68,-0.07755730479392374,-0.13265937596960176,0.006499999999999998,-0.004490526018393012
A,60,184,2025-03-03,2024-09-06,15,raw_excess,609,609,True,609,0.029594524535999,0.02417409560638003,0.00542042892961897,90,0.008305369840655906,-0.04511246318169646,0.006999999999999998,-0.0015795710703810284
A,60,185,2025-03-10,2024-09-13,15,raw_excess,609,609,True,609,0.03513067814068136,0.02242818925324771,0.012702488887433652,79,0.11093078583966981,0.05468878173387112,0.006499999999999998,0.006202488887433654
A,60,186,2025-03-17,2024-09-20,15,raw_excess,609,609,True,609,0.05960724317041678,0.037196764131555746,0.022410479038861036,81,0.1009069628565478,0.013445667413379594,0.0035000000000000005,0.018910479038861037
A,60,187,2025-03-24,2024-09-27,15,raw_excess,609,609,True,609,0.055171188430371755,0.029296736253381556,0.0258744521769902,95,-0.021010181894774327,-0.05539263293904631,0.007099999999999999,0.0187744521769902
A,60,188,2025-03-31,2024-10-04,15,raw_excess,609,609,True,609,0.040690895987462054,0.058355931487397684,-0.01766503549993563,50,0.21710531628675983,0.14838658262388588,0.0055,-0.023165035499935628
A,60,189,2025-04-07,2024-10-11,15,raw_excess,609,609,True,609,0.03442613678150337,0.07621905158128184,-0.041792914799778466,73,0.44767098993951804,0.23239968207687103,0.010200000000000002,-0.05199291479977847
A,60,190,2025-04-14,2024-10-18,15,raw_excess,609,609,True,609,0.034813547167736825,0.09838877422881614,-0.06357522706107932,89,0.485284101293369,0.25765420274968986,0.0079,-0.07147522706107932
A,60,191,2025-04-22,2024-10-25,15,raw_excess,609,609,True,609,0.07848848714350802,0.11415981814186052,-0.0356713309983525,46,0.4645006736740097,0.2165122918942353,0.005699999999999999,-0.041371330998352496
A,60,192,2025-04-29,2024-11-01,16,raw_excess,609,609,True,609,0.07585413389167726,0.08723353182794358,-0.011379397936266314,43,0.3973614611713001,0.18938129311407398,0.005799999999999999,-0.017179397936266314
A,60,193,2025-05-06,2024-11-08,16,raw_excess,609,609,True,609,0.05497692193980167,0.07807340746542417,-0.023096485525622497,49,0.30888187115612653,0.18439902752925272,0.0053,-0.028396485525622496
A,60,194,2025-05-13,2024-11-15,16,raw_excess,609,609,True,609,0.054312619039548496,0.04712767891185428,0.007184940127694217,71,0.022553814527049694,0.006243597971752443,0.011800000000000003,-0.004615059872305786
A,60,195,2025-05-20,2024-11-22,16,raw_excess,609,609,True,609,0.04662698435625527,0.06481011872659678,-0.01818313437034151,114,0.18113396896442768,0.11542309703030894,0.007299999999999999,-0.025483134370341512
A,60,196,2025-05-28,2024-12-02,16,raw_excess,609,609,True,609,0.04809885619782937,0.06466633492899691,-0.01656747873116754,97,0.21311029127369013,0.13856608380759697,0.0055,-0.022067478731167538
A,60,197,2025-06-04,2024-12-09,16,raw_excess,609,609,True,609,0.05903224505798767,0.03554422857626541,0.02348801648172226,98,0.23683615483026385,0.1335527909655427,0.006499999999999998,0.01698801648172226
A,60,198,2025-06-11,2024-12-16,16,raw_excess,609,609,True,609,0.02779033846898321,0.005521154258016874,0.02226918421096634,122,0.181680157856484,0.11173701636794076,0.0055,0.01676918421096634
A,60,199,2025-06-18,2024-12-23,16,raw_excess,609,609,True,609,0.04976525190154451,0.003022433934109484,0.04674281796743503,47,0.18620211495386285,0.12117190588115283,0.005999999999999999,0.04074281796743503
A,60,200,2025-06-26,2024-12-31,16,raw_excess,609,609,True,609,0.089210366383683,0.029757233467423965,0.05945313291625903,53,0.18760211367877008,0.1194167406928854,0.0055,0.053953132916259035
A,60,201,2025-07-03,2025-01-08,16,raw_excess,609,609,True,609,0.09393220250266289,-0.00048052786534170597,0.0944127303680046,41,0.11241531258899083,0.04630626878105381,0.005999999999999999,0.0884127303680046
A,60,202,2025-07-11,2025-01-16,16,raw_excess,609,609,True,609,0.033319682168091856,0.0025178859904479794,0.030801796177643878,41,0.09966666950020613,0.045659637363618194,0.008299999999999998,0.02250179617764388
A,60,203,2025-07-18,2025-01-24,16,raw_excess,609,609,True,609,0.03034396491778817,0.034886835762244744,-0.004542870844456575,53,0.05185281604236707,0.024259968037674735,0.005,-0.009542870844456576
A,60,204,2025-07-25,2025-01-31,17,raw_excess,609,609,True,609,0.021162497332819153,0.03266817377128879,-0.011505676438469638,42,0.0268096222750205,-0.0019558860407094614,0.007000000000000001,-0.01850567643846964
A,60,205,2025-08-01,2025-02-07,17,raw_excess,609,609,True,609,0.023611283057703745,0.030049539196992832,-0.006438256139289087,62,0.11049220705806345,0.07814554758858705,0.0083,-0.014738256139289087
A,60,206,2025-08-08,2025-02-14,17,raw_excess,609,609,True,609,0.02620363371096731,0.021958324519939235,0.0042453091910280745,59,0.044943725906059655,0.0889851642957025,0.008300000000000002,-0.004054690808971927
A,60,207,2025-08-15,2025-02-24,17,raw_excess,609,609,True,609,0.0013658865625976024,0.022506972540921058,-0.021141085978323454,73,-0.0893381524755926,-0.02405377491212485,0.0045000000000000005,-0.025641085978323454
A,60,208,2025-08-22,2025-03-03,17,raw_excess,609,609,True,609,-0.011717940433239128,0.020730515440274287,-0.032448455873513415,84,-0.1457268453780012,-0.07417336798752108,0.0045000000000000005,-0.03694845587351342
A,60,209,2025-08-29,2025-03-10,17,raw_excess,609,609,True,609,-0.0031182317447943798,0.007614295079675343,-0.010732526824469723,69,-0.10971525053447637,-0.06731028744841186,0.006299999999999998,-0.01703252682446972
A,60,210,2025-09-08,2025-03-17,17,raw_excess,609,609,True,609,0.03843934624650974,0.004353911407026689,0.03408543483948305,65,-0.0512501753252549,-0.01346184497422187,0.005999999999999999,0.028085434839483052
A,60,211,2025-09-15,2025-03-24,17,raw_excess,609,609,True,609,0.02852525471442254,-0.012261036433775269,0.040786291148197804,64,-0.027630675756661293,0.05029773482822555,0.005799999999999999,0.034986291148197804
A,60,212,2025-09-22,2025-03-31,17,raw_excess,609,609,True,609,0.011199631890149876,-0.01643911229408265,0.027638744184232525,72,-0.059434039451370074,0.005957233388729028,0.0045000000000000005,0.023138744184232524
A,60,213,2025-09-29,2025-04-07,17,raw_excess,609,609,True,609,0.023854479406378526,-0.020147508752208054,0.04400198815858658,65,-0.03570854779685221,0.09769208209897268,0.005,0.03900198815858658
A,60,214,2025-10-06,2025-04-14,17,raw_excess,609,609,True,609,-0.006547027623249443,-0.03421421482695977,0.02766718720371033,74,-0.023866947891924947,0.06602831537438206,0.0055,0.02216718720371033
A,60,215,2025-10-13,2025-04-22,17,raw_excess,609,609,True,609,-0.028661045044042488,-0.032765004702205176,0.004103959658162688,86,0.04947455552391436,0.19851180735898533,0.007300000000000001,-0.0031960403418373126
A,60,216,2025-10-20,2025-04-29,18,raw_excess,609,609,True,609,0.00242637461966389,-0.015008591068766503,0.017434965688430393,106,0.023328937805225325,0.13289505561529597,0.006299999999999998,0.011134965688430394
A,60,217,2025-10-27,2025-05-06,18,raw_excess,609,609,True,609,-0.03361934001641899,-0.029378834764107117,-0.004240505252311871,80,0.000811862187974175,0.06918871160376916,0.008200000000000002,-0.012440505252311874
A,60,218,2025-11-03,2025-05-13,18,raw_excess,609,609,True,609,-0.014928068283933721,-0.024018777449660893,0.009090709165727172,54,-0.008490895837672189,0.028603757865778394,0.008,0.001090709165727172
A,60,219,2025-11-10,2025-05-20,18,raw_excess,609,609,True,609,0.04820698377943289,0.03005269973579988,0.018154284043633007,61,0.028526587809263117,0.11378641072260584,0.0045000000000000005,0.013654284043633006
A,60,220,2025-11-17,2025-05-28,18,raw_excess,609,609,True,609,0.05425256691200951,0.017503863093040712,0.0367487038189688,40,-0.0136074180646642,0.11497686769212458,0.005299999999999999,0.031448703818968804
A,60,221,2025-11-24,2025-06-04,18,raw_excess,609,609,True,609,0.07543287476063812,0.02039167894103379,0.05504119581960433,44,-0.059010151584756365,0.05477888828912302,0.0045000000000000005,0.050541195819604326
A,60,222,2025-12-02,2025-06-11,18,raw_excess,609,609,True,609,0.03930145610660518,0.0029341265697259665,0.03636732953687921,47,-0.12942866281021942,-0.00866531790187736,0.009600000000000001,0.02676732953687921
A,60,223,2025-12-09,2025-06-18,18,raw_excess,609,609,True,609,0.0076574916989176536,0.038736299178591824,-0.03107880747967417,66,-0.16357176859616535,-0.09222347488279771,0.006299999999999998,-0.03737880747967417
A,60,224,2025-12-16,2025-06-26,18,raw_excess,609,609,True,609,0.016594395530579363,0.03326725240591237,-0.016672856875333007,82,-0.14247865282199276,-0.10193808787089259,0.006499999999999998,-0.023172856875333006
A,60,225,2025-12-23,2025-07-03,18,raw_excess,609,609,True,609,-0.0007504526464113728,0.04287143010439143,-0.0436218827508028,74,-0.12031408722484557,-0.07142517118120342,0.006499999999999998,-0.0501218827508028
A,60,226,2025-12-31,2025-07-11,18,raw_excess,609,609,True,609,0.0018912507583655914,0.02204758933243338,-0.02015633857406779,88,-0.14071248995864447,-0.11831877956621344,0.0033,-0.02345633857406779
A,60,227,2026-01-08,2025-07-18,18,raw_excess,609,609,True,609,-0.01814744948178242,0.03172613864890427,-0.049873588130686694,74,-0.13718611466484182,-0.13587972900028475,0.005,-0.05487358813068669
A,60,228,2026-01-15,2025-07-25,19,raw_excess,609,609,True,609,0.04278195476399084,0.0693855302722363,-0.026603575508245464,62,-0.0789050299557165,-0.07679565346355868,0.008,-0.034603575508245464
A,60,229,2026-01-23,2025-08-01,19,raw_excess,609,609,True,609,-0.00939873971888625,0.10941635899625757,-0.11881509871514381,31,-0.08873418353685229,-0.04402990942591072,0.004,-0.12281509871514382
A,60,230,2026-01-30,2025-08-08,19,raw_excess,609,609,True,609,-0.019857272441054227,0.001518133193104356,-0.021375405634158583,69,-0.09262178198463936,-0.07108780288766006,0.0055,-0.026875405634158585
A,60,231,2026-02-06,2025-08-15,19,raw_excess,609,609,True,133,0.056913555420097676,0.0050639853031408215,0.05184957011695686,81,-0.032936819661093034,-0.001928158251803185,0.01153846153846154,0.04031110857849532
B,20,0,2021-07-01,2021-05-05,0,raw_excess,1424,1411,True,1398,-0.013836821635178503,-0.025687493918414156,0.011850672283235653,45,-0.2595615535255423,-0.24342720307649374,,
B,20,1,2021-07-09,2021-05-12,0,raw_excess,1428,1412,True,1400,-0.01113364878757345,0.0031285231571411805,-0.01426217194471463,42,-0.15061347031747896,-0.1645628945646514,,
B,20,2,2021-07-16,2021-05-19,0,raw_excess,1430,1413,True,1401,0.0015384993673383833,0.014682461676729848,-0.013143962309391466,19,-0.025324434258105644,-0.06904257703328895,,
B,20,3,2021-07-23,2021-05-26,0,raw_excess,1433,1415,True,1403,0.010131352037366148,0.009308630337739978,0.0008227216996261697,41,-0.16867294765811133,-0.226054383573172,,
B,20,4,2021-07-30,2021-06-03,1,raw_excess,1440,1416,True,1404,0.015693015505479056,0.02475096722629543,-0.009057951720816373,48,0.03741352961277886,-0.05725592040921892,,
B,20,5,2021-08-06,2021-06-10,1,raw_excess,1444,1418,True,1406,0.014229668344920374,0.027409985968752784,-0.01318031762383241,49,0.062332701746785006,0.06079182917081477,,
B,20,6,2021-08-13,2021-06-17,1,raw_excess,1929,1419,True,1408,0.034118140434102585,0.012809237043589737,0.02130890339051285,41,0.1832769694816991,0.1465168653497765,,
B,20,7,2021-08-20,2021-06-24,1,raw_excess,1929,1421,True,1410,0.041617831429152714,0.013768286149284166,0.02784954527986855,47,0.28813480170887057,0.1868617683982714,,
B,20,8,2021-08-27,2021-07-01,2,raw_excess,1933,1424,True,1413,0.05298848644430124,-0.014986615343799508,0.06797510178810075,42,0.15426785902343554,0.06009780525713842,,
B,20,9,2021-09-03,2021-07-09,2,raw_excess,1935,1428,True,1417,0.07347174207751356,-0.03313706399647251,0.10660880607398607,46,-0.04785538828446754,-0.060931606370258906,,
B,20,10,2021-09-13,2021-07-16,2,raw_excess,1935,1430,True,1419,0.04615448722348436,-0.029737332857211807,0.07589182008069617,48,-0.11653802138946999,-0.042717690974375264,,
B,20,11,2021-09-20,2021-07-23,2,raw_excess,1939,1433,True,1422,-0.037164227650789694,-0.0007138861972898346,-0.03645034145349986,44,-0.09656276668496938,0.025127249343417164,,
B,20,12,2021-09-27,2021-07-30,3,raw_excess,1940,1440,True,1430,-0.007812646330853767,-0.0033038279358633005,-0.004508818394990467,63,-0.16360931775415907,-0.06271338155645145,,
B,20,13,2021-10-04,2021-08-06,3,raw_excess,1946,1444,True,1434,-0.02234593608765248,-0.03262021094140766,0.010274274853755178,64,0.06314425970832539,0.005975526235032333,,
B,20,14,2021-10-11,2021-08-13,3,raw_excess,1955,1929,True,1920,0.020688414377794933,-0.01854938696394565,0.03923780134174058,31,0.08274346920869247,0.018698744058815327,,
B,20,15,2021-10-18,2021-08-20,3,raw_excess,1955,1929,True,1920,0.014921955151297267,-0.021716086853362977,0.03663804200466024,44,-0.031817921744343454,-0.05895979576587169,,
B,20,16,2021-10-25,2021-08-27,4,raw_excess,1955,1933,True,1925,-0.006073436350003242,-0.04606439628529424,0.039990959935291,49,-0.17823320142522733,-0.1818424818492287,,
B,20,17,2021-11-01,2021-09-03,4,raw_excess,1955,1935,True,1927,-0.00032123431618214155,-0.03640556067466081,0.03608432635847867,16,-0.2068587719017313,-0.2312434742389673,,
B,20,18,2021-11-08,2021-09-13,4,raw_excess,1955,1935,True,1927,-0.0018040449348925378,-0.046397970607366654,0.04459392567247412,41,-0.28381002469959227,-0.3022834647105976,,
B,20,19,2021-11-15,2021-09-20,4,raw_excess,1955,1939,True,1931,-0.021201174232436792,-0.06690377710339017,0.045702602870953374,35,-0.3557681125925246,-0.37158865959318443,,
B,20,20,2021-11-22,2021-09-27,5,raw_excess,1955,1940,True,1932,-0.011429656320832602,-0.02298216179689584,0.011552505476063237,58,-0.1596990206990215,-0.15004501453938585,,
B,20,21,2021-11-30,2021-10-04,5,raw_excess,1955,1946,True,1938,-0.010105885132916428,-0.026893387841603493,0.016787502708687063,57,-0.21072836953020865,-0.240106557220221,,
B,20,22,2021-12-07,2021-10-11,5,raw_excess,1955,1955,True,1947,-0.0370971707720833,-0.034282391176541895,-0.0028147795955414043,44,-0.2373115245074971,-0.2699563324839484,,
B,20,23,2021-12-14,2021-10-18,5,raw_excess,1955,1955,True,1947,-0.024894726969043362,-7.399630607285575e-05,-0.024820730662970508,29,-0.14173981756629953,-0.13152551697886436,,
B,20,24,2021-12-21,2021-10-25,6,raw_excess,1955,1955,True,1947,-0.01796314383677272,-0.030792708798558752,0.012829564961786031,48,-0.31469419236410534,-0.25518237610001787,,
B,20,25,2021-12-29,2021-11-01,6,raw_excess,1955,1955,True,1947,-0.04588060057677147,-0.024111644104995233,-0.02176895647177624,53,-0.3325080871898962,-0.24212895955543545,,
B,20,26,2022-01-05,2021-11-08,6,raw_excess,1955,1955,True,1947,-0.05562376884123442,-0.013684654498581642,-0.04193911434265278,47,-0.35005068206772155,-0.20758651464102906,,
B,20,27,2022-01-12,2021-11-15,6,raw_excess,1955,1955,True,1947,-0.030536666922773622,-0.008948450573010521,-0.0215882163497631,13,-0.11273235102915372,-0.05808278743593592,,
B,20,28,2022-01-20,2021-11-22,7,raw_excess,1955,1955,True,1947,-0.02063452772496796,0.0034764354537656465,-0.024110963178733607,39,-0.00021195869512504576,0.03445002715402214,,
B,20,29,2022-01-27,2021-11-30,7,raw_excess,1955,1955,True,1947,0.025479839921540025,0.02174171795379145,0.0037381219677485762,27,0.20950766979743896,0.1702851068512943,,
B,20,30,2022-02-03,2021-12-07,7,raw_excess,1955,1955,True,1947,-0.0023958566357524464,-0.010212878369774692,0.007817021734022246,32,-0.024765323324752828,-0.006242480834846908,,
B,20,31,2022-02-10,2021-12-14,7,raw_excess,1955,1955,True,1947,0.00478378587101155,-0.018957046976783732,0.023740832847795282,54,-0.16650195679653756,-0.1598136216360373,,
B,20,32,2022-02-17,2021-12-21,8,raw_excess,1955,1955,True,1947,0.024885053589596758,0.0019501230356718793,0.022934930553924877,27,0.1252797505671478,0.05119411514204849,,
B,20,33,2022-02-25,2021-12-29,8,raw_excess,1955,1955,True,1947,0.03269209252187394,0.019163670777519678,0.013528421744354261,51,-0.014452105232590428,0.0010762960142951133,,
B,20,34,2022-03-04,2022-01-05,8,raw_excess,1955,1955,True,1947,0.04214189198276689,0.01826292007935948,0.02387897190340741,24,0.21841750890784006,0.20297184289411563,,
B,20,35,2022-03-11,2022-01-12,8,raw_excess,1955,1955,True,1947,0.028465105001595742,0.008165531400508243,0.0202995736010875,25,0.09795166708983506,0.07007892316132124,,
B,20,36,2022-03-18,2022-01-20,9,raw_excess,1955,1955,True,1947,-0.02290750038786106,-0.04788136449755087,0.02497386410968981,22,-0.16552013484102318,-0.23598517714213837,,
B,20,37,2022-03-25,2022-01-27,9,raw_excess,1955,1955,True,1947,-0.0343020184126455,-0.06505613072339907,0.03075411231075357,50,-0.21298578780108854,-0.2695884263812439,,
B,20,38,2022-04-01,2022-02-03,9,raw_excess,1955,1955,True,1947,-0.015212280844749336,-0.07435576631666331,0.059143485471913976,16,-0.1601147994835199,-0.29328083000369387,,
B,20,39,2022-04-08,2022-02-10,9,raw_excess,1955,1955,True,1947,-0.04572153196862674,-0.0938610501764119,0.04813951820778516,4,-0.21758087307200638,-0.3503609404931768,,
B,20,40,2022-04-18,2022-02-17,10,raw_excess,1955,1955,True,1947,-0.013341002190993234,-0.08661030341134743,0.07326930122035419,20,-0.1927259945635986,-0.27520752690007255,,
B,20,41,2022-04-25,2022-02-25,10,raw_excess,1955,1955,True,1947,0.013240418839988968,-0.05042991676544441,0.06367033560543338,45,-0.05837779809695578,-0.15388757004349374,,
B,20,42,2022-05-02,2022-03-04,10,raw_excess,1955,1955,True,1947,0.01924037951629093,-0.011187804300996322,0.03042818381728725,50,-0.07422542191343165,-0.13085049087963366,,
B,20,43,2022-05-09,2022-03-11,10,raw_excess,1955,1955,True,1947,0.01810893833310193,0.04539075546848459,-0.02728181713538266,39,0.2294346502330605,0.2221952372556374,,
B,20,44,2022-05-16,2022-03-18,11,raw_excess,1955,1955,True,1947,0.01050672550251631,0.020496856361026404,-0.009990130858510094,57,-0.0583135934868596,-0.032422994565120274,,
B,20,45,2022-05-23,2022-03-25,11,raw_excess,1955,1955,True,1947,0.011431989832252737,0.018435749286161946,-0.007003759453909209,36,-0.04011375060738529,-0.07461714236433027,,
B,20,46,2022-05-31,2022-04-01,11,raw_excess,1955,1955,True,1947,0.015500123472014692,-0.005253990392775591,0.020754113864790282,37,-0.08492878339199812,-0.1645808704790859,,
B,20,47,2022-06-07,2022-04-08,11,raw_excess,1955,1955,True,1947,0.011704752138392,0.002528029818319865,0.009176722320072134,14,-0.04256772382055389,-0.15064046593036648,,
B,20,48,2022-06-14,2022-04-18,12,raw_excess,1955,1955,True,1947,0.017290221290835454,-0.000640002413857558,0.01793022370469301,51,0.07181591898304543,-0.03847459517837356,,
B,20,49,2022-06-22,2022-04-25,12,raw_excess,1955,1955,True,1947,0.012527025098203465,0.023422305544362074,-0.010895280446158609,46,0.1970131237874825,0.12970164782244134,,
B,20,50,2022-06-29,2022-05-02,12,raw_excess,1955,1955,True,1947,0.02592759000410703,0.030968632824836275,-0.005041042820729244,32,0.16173819476912984,0.1381187657926411,,
B,20,51,2022-07-07,2022-05-09,12,raw_excess,1955,1955,True,1947,0.027822396364755395,-0.0039421533041012315,0.031764549668856626,19,0.17359466924739023,0.14946281513774826,,
B,20,52,2022-07-14,2022-05-16,13,raw_excess,1955,1955,True,1947,0.05630816823097001,0.06923822279685866,-0.012930054565888652,12,0.29308170344260936,0.2809396238521704,,
B,20,53,2022-07-21,2022-05-23,13,raw_excess,1955,1955,True,1947,0.006412790574845757,0.006206984125632838,0.00020580644921291882,44,0.07169413097410254,0.06530088890017509,,
B,20,54,2022-07-28,2022-05-31,13,raw_excess,1955,1955,True,1947,0.014086221464237438,0.05417527714631833,-0.0400890556820809,30,0.1851239864309886,0.15181243721138557,,
