date,gmm_dom,gmm_max,gmm_bear_p,hurst,hurst_regime,src,vol20,final
2019-12-06,BULL_CALM,0.9949021678257375,1.2869734994681713e-09,0.6721622516893991,MOMENTUM,hurst_momentum_bull,0.07355515096645898,BULL_CALM
2019-12-09,BULL_CALM,0.9967857877874368,7.980384969483253e-12,0.6779164420028134,MOMENTUM,hurst_momentum_bull,0.07484210619043763,BULL_CALM
2019-12-10,BULL_CALM,0.9885006653347449,1.4329048676196227e-10,0.6653596406453112,MOMENTUM,hurst_momentum_bull,0.07451236802406788,BULL_CALM
2019-12-11,BULL_CALM,0.8951390507519085,0.0015861185375586632,0.6721148671628269,MOMENTUM,hurst_momentum_bull,0.07472164885240122,BULL_CALM
2019-12-12,BULL_CALM,0.8979626090265612,0.002884530199531173,0.675317727971646,MOMENTUM,hurst_momentum_bull,0.07954795751705147,BULL_CALM
2019-12-13,BULL_CALM,0.9186615995425809,0.0012450467697114026,0.6702538597804056,MOMENTUM,hurst_momentum_bull,0.07958311675304282,BULL_CALM
2019-12-16,BULL_CALM,0.9787053614157983,1.5851933613669468e-06,0.6867727194186849,MOMENTUM,hurst_momentum_bull,0.0792275717631881,BULL_CALM
2019-12-17,BULL_CALM,0.9705061284357616,2.034150139085861e-06,0.6966796533368608,MOMENTUM,hurst_momentum_bull,0.07929200376932014,BULL_CALM
2019-12-18,BULL_CALM,0.9932469256426102,4.812522217227681e-09,0.7062258731254288,MOMENTUM,hurst_momentum_bull,0.07921389900765122,BULL_CALM
2019-12-19,BULL_CALM,0.9901691457114908,2.180700209352469e-08,0.68141167871068,MOMENTUM,hurst_momentum_bull,0.07758595333002688,BULL_CALM
2019-12-20,BULL_CALM,0.8945097438979496,0.0016719805718439422,0.6826368247010561,MOMENTUM,hurst_momentum_bull,0.07708386398579754,BULL_CALM
2019-12-23,BULL_CALM,0.96802473515566,8.762863400484354e-06,0.6877712606672471,MOMENTUM,hurst_momentum_bull,0.07705717256016692,BULL_CALM
2019-12-24,BULL_CALM,0.9097530639425266,0.0005369433042086153,0.6911988870653344,MOMENTUM,hurst_momentum_bull,0.07373295856256279,BULL_CALM
2019-12-26,BULL_CALM,0.9327949302164172,0.0001068439682186057,0.68539584419775,MOMENTUM,hurst_momentum_bull,0.07507829886846581,BULL_CALM
2019-12-27,BULL_CALM,0.9570093513963076,5.3141058987444756e-05,0.6743844313114347,MOMENTUM,hurst_momentum_bull,0.07439358024866094,BULL_CALM
2019-12-30,BULL_CALM,0.9576206000560736,3.914161447456064e-05,0.6863701263492362,MOMENTUM,hurst_momentum_bull,0.0762157230817218,BULL_CALM
2019-12-31,BULL_CALM,0.9907779233814279,6.035758068103274e-08,0.6427273606524938,AMBIGUOUS,dominant_gmm,0.06737057724474449,BULL_CALM
2020-01-02,BULL_CALM,0.9903739044434382,5.764235292769978e-08,0.649285284401628,AMBIGUOUS,dominant_gmm,0.06511342380786725,BULL_CALM
